geneName	name	chrom	strand	txStart	txEnd	txSize	cdsStart	cdsEnd	cdsSize
1088	KLC2	chr11	+	66025173	66035332	10159	66026065	66034427	8362
1671	NMBR	chr6	-	142396744	142409936	13192	142396784	142409795	13011
146	TBCA	chr5	-	76986994	77072185	85191	76987242	77072081	84839
10	CAMK1D	chr10	+	12391582	12871733	480151	12391817	12870886	479069
969	RASSF1	chr3	-	50367216	50378367	11151	50368011	50378236	10225
969	RASSF1	chr3	-	50367216	50374895	7679	50368011	50374750	6739
969	RASSF1	chr3	-	50367216	50375664	8448	50368011	50369489	1478
743	ACSM3	chr16	+	20775311	20797638	22327	20781356	20797573	16217
778	SNORD116-8	chr15	+	25315577	25315674	97	25315674	25315674	0
779	SNORD115-36	chr15	+	25494344	25494426	82	25494426	25494426	0
779	SNORD115-35	chr15	+	25479393	25479475	82	25479475	25479475	0
779	SNORD115-34	chr15	+	25477533	25477615	82	25477615	25477615	0
779	SNORD115-33	chr15	+	25475984	25476066	82	25476066	25476066	0
779	SNORD115-32	chr15	+	25474113	25474195	82	25474195	25474195	0
779	SNORD115-31	chr15	+	25472255	25472337	82	25472337	25472337	0
779	SNORD115-30	chr15	+	25470349	25470431	82	25470431	25470431	0
779	SNORD115-29	chr15	+	25434560	25434642	82	25434642	25434642	0
779	SNORD115-29	chr15	+	25468392	25468474	82	25468474	25468474	0
779	SNORD115-29	chr15	+	25481231	25481313	82	25481313	25481313	0
779	SNORD115-29	chr15	+	25494344	25494426	82	25494426	25494426	0
779	SNORD115-26	chr15	+	25463763	25463845	82	25463845	25463845	0
779	SNORD115-25	chr15	+	25460687	25460769	82	25460769	25460769	0
778	SNORD116-27	chr15	+	25346720	25346814	94	25346814	25346814	0
778	SNORD116-26	chr15	+	25344644	25344742	98	25344742	25344742	0
778	SNORD116-25	chr15	+	25342808	25342902	94	25342902	25342902	0
778	SNORD116-24	chr15	+	25339182	25339276	94	25339276	25339276	0
778	SNORD116-23	chr15	+	25336931	25337025	94	25337025	25337025	0
778	SNORD116-22	chr15	+	25335068	25335162	94	25335162	25335162	0
1313	FSBP	chr8	-	95439939	95449180	9241	95444358	95449096	4738
300	MLPH	chr2	+	238395861	238463961	68100	238402069	238462235	60166
1176	LINC00597	chr15	-	77516249	77517746	1497	77517746	77517746	0
784	LOC646471	chr1	-	26146444	26150097	3653	26150097	26150097	0
824	DNMT3B	chr20	+	31367657	31397162	29505	31367921	31395709	27788
620	ARRB2	chr17	+	4613788	4624795	11007	4614016	4624334	10318
1817	GABRG2	chr5	+	161494647	161582545	87898	161495005	161580374	85369
1000	LRRC42	chr1	+	54411998	54433841	21843	54417672	54433612	15940
108	ANKRD30A	chr10	+	37414784	37521495	106711	37414883	37520397	105514
141	SIPA1L1	chr14	+	71996028	72207946	211918	72054589	72205878	151289
800	PNOC	chr8	+	28196164	28200871	4707	28196622	28196961	339
791	SNORD42B	chr17	+	27047567	27047634	67	27047634	27047634	0
1757	SNORA70	chrX	+	153628621	153628756	135	153628756	153628756	0
791	SNORD4A	chr17	+	27049599	27049671	72	27049671	27049671	0
791	SNORD4B	chr17	+	27050698	27050772	74	27050772	27050772	0
1744	SNORD73A	chr4	+	152024978	152025043	65	152025043	152025043	0
1296	SNORD21	chr1	+	93302845	93302940	95	93302940	93302940	0
1158	SNORD15A	chr11	+	75111434	75111582	148	75111582	75111582	0
177	AK9	chr6	-	109952899	110012415	59516	109954113	109996948	42835
1215	DDIAS	chr11	+	82612736	82645699	32963	82625780	82645377	19597
1544	HYLS1	chr11	+	125753508	125770541	17033	125769263	125770163	900
2486	PGBD2	chr1	+	249200441	249213345	12904	249208061	249212562	4501
1727	HIST2H4A	chr1	+	149804220	149804616	396	149804248	149804560	312
1728	HIST2H4A	chr1	-	149832329	149832725	396	149832385	149832697	312
785	HIST1H4G	chr6	-	26246838	26247205	367	26246908	26247205	297
797	HIST1H4L	chr6	-	27840925	27841289	364	27840976	27841288	312
784	HIST1H4E	chr6	+	26204872	26205249	377	26204872	26205184	312
783	HIST1H4B	chr6	-	26027123	26027480	357	26027168	26027480	312
125	AKAP1	chr17	+	55162552	55198710	36158	55182825	55197685	14860
798	ELP3	chr8	+	27950583	28048669	98086	27964264	28047242	82978
726	SSBP4	chr19	+	18530145	18545372	15227	18530458	18545056	14598
1654	MGARP	chr4	-	140187316	140201492	14176	140187752	140201312	13560
1367	BEX2	chrX	-	102564273	102565974	1701	102564517	102564904	387
718	GTPBP3	chr19	+	17448325	17453540	5215	17448420	17452512	4092
1671	PTP4A3	chr8	+	142431487	142442554	11067	142432340	142441144	8804
815	COX4I2	chr20	+	30225690	30232800	7110	30226820	30232707	5887
610	SPATA22	chr17	-	3343305	3375041	31736	3343440	3372619	29179
616	CREB3L3	chr19	+	4153597	4173051	19454	4153744	4171966	18222
952	PPP1R9B	chr17	-	48211098	48227878	16780	48212695	48227874	15179
858	HINT2	chr9	-	35812956	35815042	2086	35813050	35814976	1926
1155	LOXL3	chr2	-	74759385	74781091	21706	74760732	74779761	19029
1276	GJA10	chr6	+	90604187	90605819	1632	90604187	90605819	1632
117	SLC9A7	chrX	-	46458685	46618607	159922	46466386	46618464	152078
1129	MCEE	chr2	-	71336805	71357394	20589	71337099	71357349	20250
189	KDM2B	chr12	-	121866899	122018920	152021	121868090	122018816	150726
122	TFCP2	chr12	-	51487538	51566926	79388	51489023	51566205	77182
1760	SMIM9	chrX	-	154051622	154062937	11315	154052029	154059131	7102
18	RPTOR	chr17	+	78518624	78940173	421549	78519429	78938130	418701
1645	UBE2D2	chr5	+	138940750	139008018	67268	138941376	139006386	65010
141	HDAC8	chrX	-	71693265	71792953	99688	71694545	71792611	98066
123	ITIH1	chr3	+	52813941	52826084	12143	52816217	52825927	9710
123	ITIH1	chr3	+	52813936	52826084	12148	52816217	52825927	9710
1493	PDZD3	chr11	+	119056165	119060932	4767	119056203	119060201	3998
1380	TMEM180	chr10	+	104221169	104236802	15633	104228786	104235741	6955
197	NEK11	chr3	+	130745693	131069309	323616	130748552	131068620	320068
197	PIK3R4	chr3	-	130397777	130465696	67919	130398158	130464062	65904
739	PLA2G2E	chr1	-	20246799	20250110	3311	20246799	20250052	3253
983	FPR1	chr19	-	52249022	52255150	6128	52249194	52250247	1053
1324	TMEM127	chr2	-	96915945	96931751	15806	96919545	96931119	11574
625	RPAIN	chr17	+	5322960	5336340	13380	5323530	5335883	12353
113	PRICKLE1	chr12	-	42852139	42877797	25658	42853610	42866318	12708
1374	TEX30	chr13	-	103418237	103426171	7934	103418886	103422376	3490
119	OCIAD2	chr4	-	48887396	48908845	21449	48887500	48899851	12351
119	OCIAD2	chr4	-	48887396	48908845	21449	48887547	48906566	19019
143	ANKRD17	chr4	-	73940501	74088831	148330	73941947	74088744	146797
791	STMN4	chr8	-	27092839	27115956	23117	27096775	27101240	4465
763	PRMT5	chr14	-	23389719	23398794	9075	23390112	23398434	8322
116	SACM1L	chr3	+	45730753	45786900	56147	45730957	45785161	54204
961	GAGE6	chrX	+	49335037	49342356	7319	49336157	49342266	6109
960	GAGE5	chrX	+	49216656	49223943	7287	49217770	49223849	6079
1022	ASB14	chr3	-	57302378	57326710	24332	57310577	57326061	15484
743	ERI2	chr16	-	20807661	20817795	10134	20809045	20817752	8707
609	OR3A4P	chr17	+	3213538	3214740	1202	3214740	3214740	0
1347	R3HCC1L	chr10	+	99894380	100004654	110274	99923151	100003915	80764
82	MARCH6	chr5	+	10353750	10440500	86750	10354010	10433796	79786
1901	DYNC1I2	chr2	+	172543918	172606668	62750	172546665	172604399	57734
115	TP53I11	chr11	-	44953898	44972857	18959	44956434	44959886	3452
115	TP53I11	chr11	-	44953898	44972608	18710	44956434	44959886	3452
118	DIP2A	chr21	+	47878861	47976432	97571	47879044	47976342	97298
725	SATB1	chr3	-	18389132	18480265	91133	18390661	18462459	71798
1779	BCAN	chr1	+	156611739	156623264	11525	156615846	156622758	6912
996	ZNF761	chr19	+	53935226	53961515	26289	53950521	53960002	9481
0	AKR1B10	chr7	+	134212343	134226166	13823	134212663	134225841	13178
241	PAPPA2	chr1	+	176432306	176811970	379664	176525458	176811590	286132
11	ABCC9	chr12	-	21950323	22089628	139305	21953977	22089608	135631
117	IGFL2	chr19	+	46651499	46664561	13062	46651535	46664345	12810
827	PAX6	chr11	-	31806339	31839509	33170	31811481	31827959	16478
83	SMARCA4	chr19	+	11071597	11172958	101361	11094827	11172492	77665
237	STC2	chr5	-	172741725	172756506	14781	172744849	172755196	10347
1181	SNAR-H	chr2	-	78182032	78182152	120	78182152	78182152	0
112	CASK	chrX	-	41374188	41782287	408099	41379672	41782241	402569
1869	HGC6.3	chr6	-	168376603	168377619	1016	168376816	168377332	516
234	FAM196B	chr5	-	169290718	169407744	117026	169291276	169310902	19626
1310	DCT	chr13	-	95091840	95131936	40096	95092151	95131509	39358
1715	PPIAL4D	chr1	-	148201751	148202536	785	148201966	148202461	495
1720	PPIAL4D	chr1	+	148806014	148806799	785	148806089	148806584	495
1390	APPL2	chr12	-	105567074	105630008	62934	105568091	105629790	61699
607	BAG6	chr6_mcf_hap5	-	2986491	3000157	13666	2986594	2999214	12620
637	MLF2	chr12	-	6857157	6862082	4925	6857960	6861500	3540
151	PLCG2	chr16	+	81812862	81996298	183436	81819594	81991603	172009
871	QPCT	chr2	+	37571752	37600465	28713	37571874	37599970	28096
97	DAZ2	chrY	+	25365603	25437503	71900	25365887	25431648	65761
86	ATF7IP	chr12	+	14518565	14655869	137304	14576849	14651007	74158
111	N4BP2	chr4	+	40058523	40159872	101349	40098960	40155857	56897
1327	FBP2	chr9	-	97320995	97356114	35119	97321219	97356008	34789
1132	IL18BP	chr11	+	71710108	71713965	3857	71711030	71712691	1661
603	TSSC4	chr11	+	2423522	2425106	1584	2423863	2424853	990
118	CD2AP	chr6	+	47445524	47594996	149472	47445980	47591963	145983
766	CST1	chr20	-	23728189	23731574	3385	23728452	23731503	3051
1989	CHRD	chr3	+	184097860	184107617	9757	184098106	184107210	9104
743	ACSM3	chr16	+	20775311	20808479	33168	20781356	20808294	26938
837	RBBP4	chr1	+	33116748	33151812	35064	33116907	33145306	28399
1808	NHLH1	chr1	+	160336860	160342638	5778	160340521	160340923	402
126	DST	chr6	-	56479374	56507694	28320	56480314	56507586	27272
113	YAF2	chr12	-	42550906	42632154	81248	42554390	42631982	77592
21	NAMPT	chr7	-	105888731	105925638	36907	105891528	105925330	33802
750	GOLT1B	chr12	+	21654698	21671337	16639	21654857	21668641	13784
1076	ZNF117	chr7	-	64434829	64451414	16585	64438496	64441798	3302
614	AP5S1	chr20	+	3801170	3805954	4784	3802764	3804944	2180
955	RSAD1	chr17	+	48556189	48563336	7147	48556245	48562222	5977
1843	SLITRK3	chr3	-	164904507	164914469	9962	164905684	164908618	2934
121	TRPM7	chr15	-	50849351	50979012	129661	50853874	50978730	124856
590	ATP5I	chr4	-	666224	668127	1903	666288	668036	1748
99	WASF2	chr1	-	27730733	27816678	85945	27734682	27755400	20718
591	CHID1	chr11	-	867858	915058	47200	869857	904816	34959
609	NCLN	chr19	+	3185874	3209573	23699	3186028	3207686	21658
88	MGST1	chr12	+	16500576	16517344	16768	16507186	16516975	9789
605	TCF19	chr6_cox_hap2	+	2641059	2646745	5686	2642003	2645246	3243
603	TCF19	chr6_dbb_hap3	+	2423430	2429116	5686	2424374	2427617	3243
603	TCF19	chr6_mann_hap4	+	2474680	2480336	5656	2475624	2478837	3213
1293	HEPACAM2	chr7	-	92817898	92848908	31010	92818539	92848807	30268
1193	FAM195B	chr17	-	79780236	79791170	10934	79781122	79782382	1260
90	PIK3C2G	chr12	+	18414473	18801352	386879	18435015	18800962	365947
1630	MIR874	chr5	-	136983260	136983338	78	136983338	136983338	0
1806	SMC4	chr3	+	160117091	160152749	35658	160118614	160151597	32983
770	TP53I3	chr2	-	24300302	24307201	6899	24300503	24307196	6693
591	POLR2L	chr11	-	839720	842529	2809	840371	842508	2137
1506	SIRT4	chr12	+	120740123	120751045	10922	120741364	120750839	9475
125	LILRB4	chr19	+	55174270	55181810	7540	55174485	55179470	4985
170	ITGBL1	chr13	+	102104943	102368796	263853	102105184	102368004	262820
849	CCL3L1	chr17	-	34623841	34625731	1890	34624258	34625646	1388
1777	RHBG	chr1	+	156338979	156355013	16034	156339040	156354637	15597
135	PACS1	chr11	+	65837823	66012218	174395	65837957	66010751	172794
1442	TMEM116	chr12	-	112369086	112451023	81937	112369424	112443074	73650
1077	SF1	chr11	-	64532075	64545232	13157	64533289	64544051	10762
699	DCLRE1C	chr10	-	14946609	14996431	49822	14950406	14981825	31419
926	ZNF502	chr3	+	44754134	44765323	11189	44761753	44763944	2191
790	PIGS	chr17	-	26880405	26898887	18482	26881237	26898514	17277
1733	MCL1	chr1	-	150547026	150552214	5188	150549839	150552006	2167
79	CAMTA1	chr1	+	6845383	6948261	102878	6845590	6947785	102195
1725	SSPO	chr7	+	149473130	149531053	57923	149473130	149530918	57788
851	SPTSSA	chr14	-	34902143	34931468	29325	34904406	34931413	27007
825	ATP6V1G2	chr6	-	31512227	31514625	2398	31513184	31513945	761
608	ATP6V1G2	chr6_cox_hap2	-	3021886	3024280	2394	3022843	3023604	761
606	ATP6V1G2	chr6_dbb_hap3	-	2797805	2800199	2394	2798762	2799523	761
606	ATP6V1G2	chr6_mann_hap4	-	2855123	2857517	2394	2856080	2856841	761
607	ATP6V1G2	chr6_mcf_hap5	-	2891974	2894368	2394	2892931	2893692	761
1098	ABCA5	chr17	-	67240575	67323323	82748	67243677	67310556	66879
91	SUGP1	chr19	-	19387321	19431321	44000	19387456	19431305	43849
811	HLA-F	chr6	+	29691116	29695073	3957	29691240	29694952	3712
594	HLA-F	chr6_cox_hap2	+	1207305	1211258	3953	1207429	1211137	3708
140	FAM135A	chr6	+	71123106	71270877	147771	71138045	71269624	131579
73	CCDC77	chr12	+	510740	551806	41066	520970	551086	30116
594	DVL1	chr1	-	1270657	1284492	13835	1271521	1284445	12924
1898	DUSP1	chr5	-	172195092	172198203	3111	172195764	172197955	2191
181	DTX1	chr12	+	113495661	113535833	40172	113495997	113534744	38747
777	ATP12A	chr13	+	25254548	25285923	31375	25254881	25285660	30779
1381	DCAF13	chr8	+	104426941	104455680	28739	104427218	104455110	27892
857	LSR	chr19	+	35739558	35758867	19309	35739781	35758762	18981
225	FNDC1	chr6	+	159590428	159693140	102712	159590628	159692474	101846
839	NCOA6	chr20	-	33302577	33413433	110856	33303125	33370158	67033
587	DUSP22	chr6	+	292056	351355	59299	292539	350868	58329
109	IKZF3	chr17	-	37913967	38020441	106474	37922042	38020379	98337
916	YIPF3	chr6	-	43479564	43484728	5164	43479904	43484545	4641
2098	MOB4	chr2	+	198380766	198418423	37657	198380810	198415370	34560
103	ZFR	chr5	-	32354455	32444844	90389	32355865	32444764	88899
1599	NCS1	chr9	+	132934856	132999583	64727	132934942	132988766	53824
15	WDR7	chr18	+	54318615	54697036	378421	54339746	54694438	354692
1600	SLC18B1	chr6	-	133090506	133119747	29241	133091408	133119595	28187
221	LMNA	chr1	+	156095907	156107657	11750	156096593	156107555	10962
109	POSTN	chr13	-	38136718	38172981	36263	38137469	38172863	35394
1729	LRRC61	chr7	+	150020295	150035245	14950	150033950	150034730	780
197	IGSF1	chrX	-	130407482	130423403	15921	130407769	130420648	12879
858	CD22	chr19	+	35820071	35838264	18193	35822943	35837101	14158
880	SPINT2	chr19	+	38755097	38783254	28157	38755532	38782646	27114
1099	NDUFV1	chr11	+	67374322	67380012	5690	67374475	67379929	5454
164	PLCE1	chr10	+	95848782	96088148	239366	95848851	96084837	235986
2057	TROVE2	chr1	+	193029003	193060906	31903	193038184	193054132	15948
603	POU5F1	chr6_qbl_hap6	-	2427965	2430814	2849	2428229	2429581	1352
603	POU5F1	chr6_ssto_hap7	-	2467050	2469899	2849	2467314	2468666	1352
132	SMURF2	chr17	-	62540734	62658386	117652	62541965	62657998	116033
132	CLVS1	chr8	+	62200524	62414204	213680	62212386	62412101	199715
830	PPT2	chr6	+	32121228	32131458	10230	32121403	32130727	9324
1598	TAAR6	chr6	+	132891460	132892498	1038	132891460	132892498	1038
157	THNSL2	chr2	+	88469813	88486156	16343	88474823	88485494	10671
73	KANK1	chr9	+	470293	746106	275813	676972	745235	68263
1706	FMR1-AS1	chrX	-	146990948	147003676	12728	147003676	147003676	0
140	PIN1P1	chr1	+	70385004	70386000	996	70386000	70386000	0
633	TTTY21	chrY	+	6311474	6315118	3644	6315118	6315118	0
589	LRRC56	chr11	+	537521	554916	17395	540684	554276	13592
2474	OR2C3	chr1	-	247693433	247697141	3708	247694850	247695813	963
786	BTN3A3	chr6	+	26440699	26453643	12944	26444225	26452639	8414
1753	NAA10	chrX	-	153195279	153200607	5328	153195439	153200357	4918
2297	NVL	chr1	-	224415035	224517891	102856	224415327	224492835	77508
1234	FAM92B	chr16	-	85131964	85146114	14150	85132790	85145958	13168
1368	MRPL43	chr10	-	102737578	102747272	9694	102739009	102747200	8191
75	ADD1	chr4	+	2845583	2931802	86219	2877642	2929898	52256
985	ZNF615	chr19	-	52494586	52511483	16897	52496132	52506964	10832
153	SH3GL3	chr15	+	84116090	84287493	171403	84287493	84287493	0
808	C14orf23	chr14	+	29241909	29247766	5857	29247766	29247766	0
808	C14orf23	chr14	+	29241909	29264000	22091	29264000	29264000	0
199	ANKRD30BL	chr2	-	132905163	133015542	110379	133015542	133015542	0
1538	RBM18	chr9	-	125001833	125027143	25310	125027143	125027143	0
121	SHROOM4	chrX	-	50334642	50557044	222402	50557044	50557044	0
1110	SYT14P1	chr4	-	68926327	68929015	2688	68929015	68929015	0
879	DSCR9	chr21	+	38580803	38594037	13234	38594037	38594037	0
195	PBX3	chr9	+	128510477	128729655	219178	128510853	128728202	217349
209	U2SURP	chr3	+	142720371	142779567	59196	142720470	142775292	54822
1080	TRAPPC13	chr5	+	64920557	64961954	41397	64920887	64960438	39551
770	GSTT2B	chr22	+	24322338	24326106	3768	24322388	24325797	3409
107	CAPSL	chr5	-	35904397	35938737	34340	35904646	35921222	16576
622	UHRF1	chr19	+	4909441	4962165	52724	4910897	4960814	49917
1331	CCNJ	chr10	+	97803158	97820625	17467	97804150	97817998	13848
1618	DUX4L6	chr10	+	135487176	135491849	4673	135487273	135491841	4568
738	CDY2A	chrY	+	20137666	20139626	1960	20137994	20139620	1626
679	SLMO1	chr18	+	12407894	12432236	24342	12407974	12429402	21428
229	MARCH1	chr4	-	164445449	164534776	89327	164449899	164534656	84757
148	NPLOC4	chr17	-	79523912	79604138	80226	79526284	79603956	77672
920	URGCP	chr7	-	43915492	43946668	31176	43916265	43946174	29909
1367	PARPBP	chr12	+	102513955	102591298	77343	102517666	102590069	72403
21	CXorf57	chrX	+	105855159	105922673	67514	105855310	105921488	66178
770	CACNG3	chr16	+	24266873	24373737	106864	24268075	24373184	105109
1144	RAB11FIP5	chr2	-	73300509	73340146	39637	73302648	73339905	37257
133	USP3	chr15	+	63796709	63886839	90130	63796938	63883025	86087
155	CLCA2	chr1	+	86889768	86922240	32472	86889930	86921210	31280
609	CFB	chr6_ssto_hap7	+	3246430	3252571	6141	3246708	3252517	5809
610	CFB	chr6_mcf_hap5	+	3293564	3299705	6141	3293842	3299651	5809
609	CFB	chr6_qbl_hap6	+	3207514	3213655	6141	3207792	3213601	5809
18	CDH13	chr16	+	82660398	83830215	1169817	82660697	83828635	1167938
591	MSLN	chr16	+	810765	818865	8100	812680	818733	6053
1023	STAT6	chr12	-	57489186	57504089	14903	57490354	57502061	11707
1023	STAT6	chr12	-	57489186	57505196	16010	57490354	57502061	11707
83	SHISA6	chr17	+	11144739	11467380	322641	11144739	11461621	316882
1375	EXOC3L4	chr14	+	103566480	103576894	10414	103566556	103576560	10004
1477	MAP1LC3B2	chr12	+	116997185	117014425	17240	117013747	117014125	378
81	RERE	chr1	-	8412463	8877699	465236	8415146	8716356	301210
127	CTNND1	chr11	+	57529233	57586652	57419	57558950	57583780	24830
19	NOX4	chr11	-	89057521	89322779	265258	89059923	89223706	163783
82	IL17RC	chr3	+	9958757	9975305	16548	9958999	9975277	16278
1374	BIVM-ERCC5	chr13	+	103459495	103528351	68856	103459617	103528253	68636
616	TAP2	chr6_mcf_hap5	-	4130074	4143422	13348	4133519	4142888	9369
234	BLZF1	chr1	+	169337193	169365780	28587	169338760	169356420	17660
74	ASMT	chrY	+	1684025	1711974	27949	1684092	1711907	27815
726	ISYNA1	chr19	-	18545197	18549111	3914	18545722	18548789	3067
185	NOS1	chr12	-	117645946	117799607	153661	117653113	117768874	115761
744	APEX1	chr14	+	20923289	20925931	2642	20923804	20925667	1863
775	CST7	chr20	+	24929865	24940564	10699	24930141	24940348	10207
1313	TEKT4	chr2	+	95537177	95542574	5397	95539312	95542514	3202
151	TLE4	chr9	+	82186687	82341796	155109	82242336	82340059	97723
141	AP1G1	chr16	-	71762904	71842976	80072	71766960	71823382	56422
103	CHRNA7	chr15	+	32322685	32462384	139699	32322797	32460659	137862
1186	CHRNA5	chr15	+	78857861	78887611	29750	78858061	78885595	27534
1057	CHRNA4	chr20	-	61974661	61992748	18087	61978089	61992517	14428
832	WT1	chr11	-	32409321	32452363	43042	32410603	32452085	41482
140	HYDIN	chr16	-	71065313	71264625	199312	71065577	71264590	199013
1213	FABP9	chr8	-	82370617	82373758	3141	82370617	82373758	3141
130	MS4A13	chr11	+	60282885	60310191	27306	60285556	60310048	24492
1639	ESYT3	chr3	+	138153414	138197256	43842	138153640	138195696	42056
684	RAD23A	chr19	+	13056627	13064457	7830	13056762	13063863	7101
